Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling_Glass,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Airfryer,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove,CarbonEmission
0,1,2,2,0,0,5,2,119,3,9425,1,7,22,36,15,0,0,0,1,0,0,0,0,1,0,6719
2,0,0,0,1,0,5,1,123,1,9187,2,6,21,40,14,2,0,0,0,0,1,1,1,0,0,4973
0,0,3,3,0,0,5,2,243,1,1060,1,3,9,32,7,1,1,1,0,1,0,0,0,0,1,1852
1,0,0,3,0,0,5,0,151,2,102,3,2,13,18,6,1,0,1,1,1,1,1,0,1,1,1995
2,1,0,1,2,0,5,2,166,3,9461,0,2,16,48,1,2,1,1,1,1,1,1,0,0,1,6655
3,0,0,2,2,0,5,1,65,1,4965,3,3,21,12,18,1,0,0,0,0,0,0,0,1,1,2694
3,1,0,3,0,0,5,1,148,2,4888,1,6,21,1,11,0,0,1,1,1,1,1,1,1,0,3564
2,1,1,1,3,0,5,2,158,3,4622,2,2,4,47,23,2,0,1,0,0,0,0,0,0,0,5271
1,0,1,0,1,0,5,2,91,3,7354,2,7,5,22,9,1,1,1,0,1,1,1,1,0,0,5672
2,1,0,2,2,0,5,0,197,3,7164,2,3,5,0,0,1,0,0,0,1,0,0,1,1,0,5733
0,1,1,0,3,0,5,2,80,1,3566,2,2,5,46,6,1,0,0,0,0,0,0,1,1,1,3229
2,1,1,3,0,0,5,1,79,1,7907,2,6,10,43,24,2,1,0,1,1,0,0,0,0,0,5629
3,0,2,2,2,0,5,2,226,1,2027,3,5,13,17,12,1,0,0,1,1,1,1,0,0,1,2117
2,1,1,3,2,0,5,0,141,0,6329,1,3,11,26,12,1,1,1,1,0,1,1,1,0,0,3618
3,0,2,0,3,0,5,0,219,3,304,2,7,22,2,20,0,1,1,1,1,0,0,1,1,1,2157
0,1,0,2,2,0,5,1,255,1,3884,2,2,7,36,13,0,1,1,0,0,1,1,1,1,0,3314
0,1,2,0,3,0,5,0,108,2,741,1,6,13,7,0,0,1,1,1,0,0,0,0,0,0,1671
0,0,2,2,1,0,5,1,213,2,1544,0,3,18,10,19,0,1,0,1,0,1,1,0,1,0,1670
3,1,2,2,1,0,5,0,100,1,6921,1,2,12,3,22,2,1,0,0,1,0,0,1,0,1,3250
1,0,1,2,2,0,5,1,189,1,4096,0,6,19,5,8,0,0,0,1,1,0,0,1,1,1,2921
1,0,1,1,2,0,5,0,111,1,1420,2,3,24,29,12,1,1,1,0,1,0,0,0,1,0,2045
1,1,2,3,0,0,5,2,225,2,9303,2,2,3,5,5,1,1,0,0,1,1,1,1,0,0,6232
3,0,3,0,3,0,5,0,239,1,9336,0,5,9,1,11,2,0,1,0,1,0,0,1,1,0,3491
0,0,2,3,1,0,5,0,55,2,7749,0,6,18,15,17,0,1,1,1,1,1,1,1,0,1,3758
3,0,2,1,2,0,5,0,80,3,7793,1,2,22,20,19,0,0,0,0,0,0,0,0,1,0,4383
1,0,1,2,1,0,5,1,161,3,3818,1,2,0,26,7,1,0,1,1,1,0,0,0,1,0,3562
1,1,0,3,0,0,5,0,155,1,3238,1,3,22,49,23,1,0,1,0,0,0,0,0,0,1,3872
1,1,2,0,3,0,5,1,171,3,5945,1,7,17,50,1,2,1,0,1,0,1,1,0,0,1,6260
3,0,0,3,0,0,5,1,165,1,526,1,6,11,0,12,2,0,0,0,1,1,1,1,0,1,1655
1,0,1,2,1,0,5,1,234,1,4521,0,5,17,0,16,1,1,1,1,0,0,0,1,1,1,2651
2,1,2,0,2,0,5,2,80,3,345,2,2,3,21,19,1,1,1,1,0,0,0,1,1,0,2699
2,0,3,1,2,0,5,2,231,3,3234,2,1,6,31,15,1,1,0,0,0,0,0,1,0,1,3698
0,0,1,2,2,0,5,2,248,1,8434,3,5,20,12,19,1,0,0,0,1,0,0,1,1,0,4738
3,1,2,3,0,0,5,2,189,3,1005,2,1,2,23,13,0,1,0,1,0,1,1,0,1,1,2982
0,1,2,3,0,0,5,1,279,2,3873,2,5,21,10,22,1,1,0,1,0,1,1,1,0,0,3786
3,0,2,3,1,0,5,0,132,2,5832,3,1,0,35,12,2,1,1,0,1,0,0,0,1,1,3027
0,1,3,3,0,0,5,2,223,2,9868,1,7,10,50,15,1,0,0,1,1,1,1,1,1,0,6792
0,1,0,2,0,0,5,0,106,0,9544,1,6,9,23,12,2,1,0,0,0,1,1,0,1,0,5294
3,1,2,0,0,0,5,1,132,3,9066,1,2,18,12,6,2,1,0,0,1,1,1,1,1,0,5467
0,1,1,1,1,0,5,1,184,0,3434,0,4,15,6,12,1,0,1,1,0,0,0,1,1,1,2041
0,1,0,0,3,0,5,1,190,0,146,1,4,1,28,4,2,0,0,0,1,0,0,1,1,1,1502
0,0,3,3,2,0,5,0,279,0,1958,1,1,0,25,4,0,1,1,0,0,1,1,1,0,1,1432
1,1,1,1,3,0,5,0,207,0,1834,0,1,18,27,7,1,0,0,1,0,0,0,0,0,1,2059
0,1,1,3,3,0,5,2,217,0,2853,3,7,3,13,17,0,1,1,0,0,1,1,1,1,0,2910
0,0,0,3,3,0,5,1,172,3,1554,3,3,13,46,7,1,0,0,1,0,1,1,1,1,0,3279
0,1,0,1,2,0,5,1,125,0,2622,0,2,16,14,19,1,0,1,1,1,0,0,1,1,1,1770
2,1,3,0,2,0,5,1,131,0,4102,2,3,15,39,21,2,0,0,0,1,0,0,1,1,1,3661
0,0,1,1,1,0,5,1,171,1,5779,1,3,3,45,2,2,0,0,1,0,1,1,1,0,0,3023
0,0,3,0,0,0,5,2,238,3,8517,3,3,0,24,1,1,1,1,0,1,0,0,0,0,0,5031
2,1,0,3,1,0,5,0,240,1,9925,3,1,14,5,13,1,0,0,0,1,0,0,0,0,1,5289
1,1,1,1,1,0,5,2,262,2,8682,0,6,2,49,12,0,1,0,0,0,1,1,0,0,1,6776
3,1,0,0,0,0,5,2,156,2,4246,2,4,4,19,0,0,0,1,1,0,1,1,0,1,1,3648
2,1,0,1,1,0,5,1,64,0,9942,2,3,11,28,24,1,1,1,1,1,0,0,1,0,0,5071
1,0,1,0,2,0,5,2,220,3,1669,1,7,6,21,6,1,0,0,0,0,0,0,1,0,1,3675
0,1,0,0,0,0,5,0,197,3,5707,0,7,13,33,7,2,1,0,0,0,1,1,1,0,0,5075
3,1,0,3,2,0,5,2,55,0,2084,2,5,3,50,21,0,0,1,1,0,0,0,0,1,1,2531
0,0,3,0,0,0,5,1,173,1,6327,0,5,1,20,4,0,0,0,0,1,0,0,0,0,0,3301
2,1,1,0,3,0,5,1,91,2,3909,2,3,17,19,23,2,1,0,0,1,1,1,0,1,0,4015
1,0,3,1,1,0,5,2,294,0,6990,1,5,21,3,24,2,1,1,0,1,0,0,1,1,1,3625
3,0,3,0,2,0,5,1,139,0,7196,2,4,5,20,7,1,1,1,1,1,0,0,1,1,0,2999
3,0,2,3,3,0,5,0,123,3,9900,0,6,10,8,6,1,1,0,0,0,0,0,1,0,0,4923
1,0,1,2,3,0,5,1,267,1,4768,2,1,21,16,20,1,1,0,0,0,0,0,1,1,1,3556
0,1,3,2,2,0,5,1,180,0,8102,3,1,11,33,22,1,1,1,1,1,1,1,1,0,0,4135
2,1,1,3,2,0,5,2,142,1,692,0,1,17,41,7,1,0,0,0,0,0,0,0,1,1,2201
3,0,1,3,1,0,5,2,134,1,556,2,7,22,32,21,0,1,1,0,0,0,0,1,0,1,1813
2,1,3,3,0,0,5,1,138,3,9883,1,5,13,27,10,0,0,0,0,1,1,1,1,1,1,7531
0,1,3,2,3,0,5,2,67,2,9868,0,3,18,42,5,0,1,0,0,1,1,1,0,0,1,5634
3,0,3,1,3,0,5,0,132,1,498,3,2,1,45,7,0,0,1,0,0,1,1,1,1,1,1570
1,0,2,1,0,0,5,0,178,1,1270,1,3,6,9,19,2,0,1,0,0,0,0,0,1,1,1789
1,1,3,2,1,0,5,2,177,0,933,3,5,13,30,17,1,0,0,1,1,0,0,1,0,0,2264
0,0,0,0,1,0,5,1,237,2,8611,1,2,7,50,3,2,0,0,1,0,1,1,0,0,0,4757
0,1,1,2,2,0,5,1,175,0,9566,2,2,13,27,10,1,0,0,0,1,1,1,1,0,1,5033
2,1,0,3,0,0,5,1,71,3,1564,1,5,15,42,10,0,1,1,1,1,1,1,1,0,1,3847
0,1,0,2,2,0,5,2,153,3,3876,1,5,15,3,1,0,1,1,0,0,0,0,0,0,0,3984
3,1,3,1,0,0,5,2,269,3,7429,2,4,6,1,14,1,0,0,0,0,0,0,0,1,0,5521
0,0,3,2,3,0,5,0,193,2,2910,1,5,2,44,4,1,1,0,0,1,0,0,0,1,0,2792
3,0,2,3,2,0,5,1,276,3,3974,1,3,5,38,24,1,0,1,0,0,0,0,1,1,1,3516
0,1,1,3,0,0,5,0,198,0,2767,0,1,15,33,17,2,0,0,0,1,1,1,0,1,0,2453
2,1,1,1,2,0,5,2,53,2,1136,3,7,16,33,10,0,1,1,0,0,1,1,0,1,1,3421
0,0,3,3,1,0,5,0,173,3,4570,0,1,1,36,15,1,1,0,1,0,1,1,1,0,1,3490
3,1,0,0,2,0,5,0,295,0,7735,2,3,5,7,7,1,1,1,1,0,1,1,0,0,0,3882
2,1,2,0,3,0,5,0,161,1,2885,0,2,18,28,10,1,1,0,1,0,0,0,0,1,1,2494
1,1,2,0,2,0,5,0,72,1,7532,2,5,4,36,1,2,0,1,0,1,1,1,0,0,0,5052
0,0,3,0,1,0,5,2,223,3,3471,3,6,19,46,5,0,0,0,0,0,1,1,0,1,1,4166
1,1,2,1,0,0,5,1,106,1,2225,1,7,7,1,3,1,1,1,0,1,0,0,0,1,1,2536
0,1,2,1,3,0,5,1,225,0,1019,3,7,9,6,23,2,1,0,0,1,0,0,0,0,0,2106
2,1,1,0,3,0,5,2,52,1,9117,2,7,9,17,13,2,1,1,1,0,1,1,0,1,1,5258
3,1,0,2,2,0,5,2,299,1,846,1,6,19,10,3,2,0,0,0,1,1,1,1,0,0,2191
3,1,2,0,3,0,5,2,290,1,5507,0,7,3,22,4,1,0,0,0,1,1,1,1,0,1,3598
1,0,2,2,1,0,5,2,144,0,2898,2,3,0,40,4,1,1,0,1,1,1,1,1,0,1,2432
3,0,1,0,1,0,5,1,222,1,3946,2,6,21,0,21,1,0,1,0,1,1,1,0,1,1,2278
3,0,3,3,1,0,5,1,166,3,3711,0,2,0,20,0,1,0,0,0,1,0,0,0,0,1,2831
2,0,3,1,1,0,5,1,147,3,4095,0,2,6,24,19,1,1,1,1,1,1,1,1,1,0,3497
3,0,3,1,0,0,5,0,96,1,3631,1,4,3,21,22,1,1,0,0,0,0,0,0,1,1,2474
1,1,0,2,1,0,5,2,277,3,6135,0,1,13,2,16,1,1,0,0,0,0,0,1,0,1,5370
0,0,1,1,0,0,5,2,67,1,911,1,5,3,13,5,1,0,1,1,0,0,0,0,0,0,1470
3,0,3,1,1,0,5,2,288,2,4081,2,6,24,48,3,0,1,1,0,0,1,1,0,1,1,3231
1,0,1,3,3,0,5,0,269,0,7047,0,5,1,26,0,1,0,1,0,1,1,1,0,1,1,4122
2,1,1,3,2,0,5,1,238,2,6841,1,5,17,25,9,0,0,1,0,1,1,1,1,0,0,5371
2,0,1,3,3,0,5,1,173,2,1033,0,2,11,29,8,0,1,0,0,0,0,0,1,0,1,2271
1,1,3,1,3,0,5,1,187,2,2264,2,6,18,6,9,0,0,0,0,0,0,0,1,1,0,3494
2,1,2,2,2,0,5,2,173,1,4098,1,4,17,30,5,2,1,1,1,0,0,0,1,1,1,3075
3,1,0,0,2,0,5,2,262,1,8441,1,4,6,17,13,1,1,0,1,1,1,1,0,0,1,4334
3,0,0,2,0,0,5,0,128,3,5550,3,3,1,19,15,0,1,0,1,0,1,1,1,1,0,4178
0,1,2,0,0,0,5,0,274,0,4910,0,4,13,48,11,0,0,1,0,0,0,0,1,1,0,3732
0,1,0,0,1,0,5,1,247,1,5479,0,1,22,13,0,1,0,0,0,0,0,0,0,1,0,3463
3,0,2,3,0,0,5,1,152,0,957,1,1,16,13,13,1,1,1,1,1,1,1,0,0,0,974
1,1,2,1,0,0,5,1,273,1,3263,1,6,8,48,8,2,0,0,0,1,1,1,1,0,0,4087
2,1,3,0,1,0,5,1,194,3,3150,1,2,2,27,3,2,1,0,0,0,0,0,1,1,0,3730
2,0,3,1,0,0,5,2,186,3,8291,2,5,14,21,1,1,1,0,1,0,0,0,1,0,0,6037
2,0,2,2,0,0,5,0,284,1,4994,2,1,19,36,21,1,0,1,0,1,0,0,0,1,1,3534
2,1,1,1,2,0,5,0,250,1,8264,3,2,19,14,13,1,0,0,1,0,0,0,1,0,0,4952
2,0,0,1,3,0,5,0,113,1,7762,3,6,14,6,5,2,1,1,0,1,0,0,0,0,0,4180
2,1,0,0,1,0,5,1,230,3,4302,0,6,6,31,16,1,1,1,0,0,0,0,0,0,0,4513
2,1,0,0,1,0,5,2,139,1,3967,0,1,4,0,24,2,1,1,0,0,1,1,0,0,1,2475
1,0,3,2,3,0,5,0,213,2,8432,3,6,14,14,9,2,0,1,0,1,1,1,1,1,1,5439
0,0,3,0,1,0,5,1,168,3,5779,1,7,21,10,15,1,1,0,0,1,0,0,1,0,1,3963
1,0,3,2,2,0,5,2,163,1,6296,0,7,14,4,22,1,0,0,0,0,0,0,0,1,1,3927
3,0,3,1,3,0,5,1,223,2,1069,1,4,24,39,2,2,0,0,0,1,1,1,1,1,1,2091
0,0,0,0,2,0,5,2,139,3,3271,1,3,20,38,1,2,0,1,0,0,1,1,0,0,1,3466
2,1,3,0,1,0,5,2,151,3,4731,3,4,16,33,15,1,1,1,1,0,0,0,1,1,1,4813
3,1,1,2,1,0,5,0,59,2,3637,2,5,9,13,12,0,1,1,0,1,1,1,0,1,1,2908
1,0,0,2,2,0,5,1,290,0,7973,2,1,8,25,14,1,0,1,0,0,1,1,0,1,1,4684
0,0,3,2,2,0,5,1,97,1,9146,3,2,6,2,15,0,1,1,0,0,1,1,0,0,0,4045
0,1,0,3,1,0,5,0,109,0,8453,1,3,13,31,23,1,1,1,1,1,0,0,0,0,0,3867
3,1,2,0,2,0,5,0,185,3,7955,3,6,12,13,8,2,0,0,1,1,1,1,0,1,0,5687
3,1,2,3,1,0,5,1,197,3,5676,0,2,8,44,22,2,0,0,1,0,0,0,1,0,0,4338
3,1,2,3,0,0,5,1,151,1,7968,3,3,11,41,23,2,0,0,0,0,0,0,1,0,1,4950
0,1,0,1,1,0,5,2,176,1,2165,3,4,0,21,15,0,1,0,0,0,0,0,0,0,1,2572
0,1,0,2,3,0,5,1,83,2,7063,0,4,20,16,2,2,1,0,1,0,0,0,0,0,1,4136
1,0,2,0,0,0,5,2,112,0,8916,0,4,8,13,1,1,0,1,1,0,0,0,0,0,1,4640
0,1,3,3,3,0,5,0,208,2,3150,3,3,8,49,19,2,1,1,0,0,0,0,1,1,1,3425
2,1,1,3,3,0,5,2,99,0,6507,3,2,15,20,0,0,0,0,0,1,0,0,1,0,1,4220
3,1,0,1,1,0,5,0,93,2,2620,3,7,4,5,1,1,0,0,1,1,0,0,0,0,0,2865
3,0,0,3,2,0,5,1,255,1,5009,1,4,21,42,16,2,0,1,0,1,1,1,1,1,0,3223
1,1,1,0,2,0,5,2,145,3,7493,1,1,10,34,5,0,1,1,0,0,0,0,1,1,1,6438
3,1,3,3,1,0,5,2,126,2,6014,0,1,22,3,17,0,1,0,0,0,0,0,0,0,1,3397
3,1,1,2,2,0,5,1,82,1,6229,1,3,13,2,13,0,0,0,1,0,1,1,0,1,0,3234
1,1,2,3,1,0,5,0,115,1,3038,1,2,9,19,23,0,0,0,0,1,0,0,1,0,0,2764
2,1,1,3,0,0,5,0,164,0,5067,0,1,12,4,15,2,0,1,1,1,1,1,1,0,1,2983
2,0,0,2,0,0,5,0,198,1,5872,2,3,21,24,7,1,0,1,1,0,1,1,0,1,1,3627
3,0,1,2,3,0,5,0,259,1,3962,0,6,16,44,23,1,1,0,0,1,1,1,1,0,1,2799
3,0,2,1,2,0,5,1,181,1,2622,2,4,15,0,11,0,1,0,1,0,0,0,1,1,0,1782
1,0,1,2,0,0,5,1,228,2,2799,1,5,7,16,9,2,0,0,0,1,0,0,0,1,0,3363
3,0,3,2,0,0,5,0,69,3,9947,1,3,11,43,16,1,1,1,0,0,0,0,1,0,0,5557
3,0,3,2,0,0,5,1,154,1,8270,3,4,10,18,8,1,0,1,1,0,0,0,1,0,0,3751
0,0,3,1,3,0,5,2,239,3,5562,0,7,4,15,11,1,0,1,0,1,0,0,0,1,1,3969
1,0,1,0,0,0,5,0,239,0,2336,0,1,20,43,16,1,0,1,1,1,1,1,1,1,1,2400
0,0,1,3,3,0,5,2,65,0,294,0,7,12,22,18,0,0,0,1,0,0,0,1,0,1,1299
2,0,1,1,1,0,5,2,115,2,1807,0,4,1,6,17,2,1,0,1,0,1,1,1,0,1,1985
0,1,0,1,3,0,5,0,128,3,7723,2,4,23,3,0,1,1,0,0,1,1,1,1,1,1,5279
0,0,0,2,2,0,5,0,71,2,3227,1,7,16,47,23,0,0,0,1,1,1,1,0,0,0,3122
1,0,2,2,1,0,5,0,140,2,7363,2,6,0,20,7,1,0,1,1,0,1,1,0,0,1,4480
0,0,3,3,3,0,5,2,280,3,1126,0,3,20,47,21,2,1,1,1,0,1,1,1,1,1,2803
3,1,2,0,0,0,5,2,69,0,11,2,6,22,3,1,1,1,1,0,0,0,0,1,0,0,1270
3,1,1,3,0,0,5,1,130,2,1616,0,2,6,11,14,2,1,1,0,0,0,0,1,0,1,2143
3,0,2,1,2,0,5,2,263,1,5844,3,6,15,40,19,2,1,0,0,1,1,1,1,1,0,3866
2,1,1,0,3,0,5,2,257,1,8406,1,4,4,5,6,1,1,0,0,0,1,1,0,0,0,4761
1,0,3,1,3,0,5,1,231,0,9324,0,7,6,23,5,2,0,1,1,1,1,1,0,1,1,4456
1,0,1,3,1,0,5,0,289,0,2388,2,3,22,39,2,0,1,0,0,1,1,1,0,0,1,2362
1,1,0,1,0,0,5,0,159,0,6372,0,1,22,4,19,2,0,1,1,1,0,0,1,0,0,3737
1,0,0,3,0,0,5,2,134,3,5737,3,4,11,4,24,1,0,0,0,0,1,1,0,0,0,5565
3,1,0,3,3,0,5,2,282,1,5131,0,4,14,6,24,1,1,1,1,1,0,0,1,1,1,3153
0,1,2,1,0,0,5,2,201,0,6761,0,1,17,41,7,1,1,0,1,0,1,1,1,0,1,4016
1,0,0,1,1,0,5,2,144,0,6652,0,1,4,6,20,0,0,1,0,1,1,1,1,1,0,3328
0,0,1,1,1,0,5,1,180,3,5210,3,2,2,13,19,2,1,1,0,1,1,1,0,0,0,3326
3,1,0,1,1,0,5,2,200,1,2915,2,7,11,45,20,1,1,1,1,0,0,0,1,0,1,3071
0,0,0,2,0,0,5,1,164,3,1616,0,7,13,22,10,1,0,0,1,1,0,0,0,1,0,3077
2,1,1,1,0,0,5,2,111,0,681,0,6,0,46,15,1,1,0,0,0,0,0,0,0,1,2334
1,1,2,3,3,0,5,0,237,0,1861,0,5,9,48,0,2,1,1,1,1,1,1,0,1,1,2226
3,1,2,1,3,0,5,1,181,0,7501,3,3,15,43,21,1,1,1,1,0,1,1,1,0,1,4059
2,0,2,1,3,0,5,2,115,3,1869,2,2,20,50,13,1,0,0,0,1,1,1,0,1,0,3688
0,0,3,0,0,0,5,0,242,0,1901,3,1,10,16,16,1,1,0,0,1,0,0,0,0,1,1651
0,1,1,1,1,0,5,2,274,2,9543,1,4,8,0,0,1,0,1,0,1,1,1,0,0,1,5147
0,1,2,3,3,0,5,2,175,0,6589,3,7,23,46,14,0,0,0,1,0,0,0,0,0,1,4952
1,1,1,0,3,0,5,0,273,2,2276,0,1,23,24,12,2,0,1,1,1,0,0,0,0,1,2861
1,0,1,2,2,0,5,2,159,1,7056,2,5,23,43,10,1,1,0,0,0,1,1,0,0,0,5023
0,0,2,3,2,0,5,2,292,0,3550,3,5,19,36,18,2,0,1,1,1,1,1,1,1,0,2752
1,1,3,1,2,0,5,0,168,1,28,3,3,3,34,7,1,1,1,1,0,1,1,1,0,0,1719
2,0,0,3,1,0,5,2,259,0,723,3,5,17,4,7,1,0,0,0,0,0,0,1,0,0,1880
2,1,3,1,0,0,5,2,237,1,7831,3,6,20,37,17,1,1,1,0,1,0,0,0,0,0,5880
1,1,1,3,2,0,5,0,226,3,4368,1,4,10,30,17,0,1,1,0,1,1,1,0,0,0,5303
2,0,2,1,0,0,5,1,135,2,9604,3,3,19,6,0,0,0,0,0,1,0,0,1,0,1,5307
3,1,2,1,3,0,5,0,215,0,9846,2,1,15,21,3,1,1,0,1,1,0,0,0,1,1,4335
3,0,0,3,1,0,5,0,121,0,5401,0,1,16,8,13,1,1,1,1,0,0,0,1,0,1,2063
3,1,3,0,0,0,5,1,116,0,3768,1,2,20,13,1,1,1,0,0,0,1,1,0,1,1,2467
0,0,3,2,1,0,5,1,171,1,8554,3,6,13,7,9,0,0,1,0,1,1,1,1,1,0,4076
0,1,0,1,2,0,5,2,267,3,7916,3,7,20,17,9,1,0,1,1,1,0,0,1,0,0,6498
3,0,1,1,1,0,5,1,164,1,1884,1,4,21,46,10,1,1,0,0,1,1,1,1,0,0,1861
3,1,3,0,2,0,5,0,129,1,1877,2,5,2,13,15,1,0,0,1,0,1,1,1,0,0,2054
0,1,1,2,1,0,5,0,281,0,6134,2,1,6,12,3,2,1,0,0,1,0,0,1,0,1,2982
2,1,1,3,0,0,5,0,70,2,3535,3,4,12,50,17,0,1,1,1,0,0,0,1,0,1,4211
3,0,1,0,0,0,5,0,285,0,1380,3,6,6,43,16,1,0,0,1,0,0,0,0,1,0,2435
1,0,2,0,1,0,5,1,180,2,410,3,5,4,16,17,2,0,0,0,1,0,0,1,1,0,2239
3,0,2,2,0,0,5,2,279,1,2932,0,3,8,29,18,1,0,1,0,1,0,0,1,0,0,2347
1,1,2,2,0,0,5,1,172,2,6753,3,3,9,39,19,0,1,0,1,1,0,0,0,1,1,5906
2,0,0,1,3,0,5,0,263,3,6931,1,4,11,30,7,1,0,1,0,1,1,1,0,0,1,5269
0,0,3,1,2,0,5,1,70,0,1749,0,4,17,6,10,1,1,0,1,1,1,1,1,1,0,1172
2,0,0,3,3,0,5,0,146,0,6155,2,3,6,23,19,1,0,1,0,0,0,0,1,0,1,3407
1,0,2,3,2,0,5,1,135,2,1911,1,7,2,11,5,2,0,0,1,0,1,1,1,1,1,2747
1,1,1,2,3,0,5,0,91,2,5599,2,2,21,47,4,1,0,1,1,0,1,1,0,1,0,4805
3,0,0,2,0,0,5,0,169,3,1420,0,3,2,6,24,2,1,1,0,1,1,1,1,0,1,2373
2,1,1,2,2,0,5,0,244,2,4646,3,4,11,4,5,2,0,0,1,1,1,1,1,0,1,4055
3,0,0,2,0,0,5,0,50,1,2816,3,7,1,35,24,0,1,0,0,1,0,0,1,1,0,2818
0,1,1,0,2,0,5,1,239,3,193,1,2,23,30,2,0,1,0,0,0,0,0,0,1,0,2824
2,1,1,1,1,0,5,0,227,3,8730,2,2,9,24,9,1,0,1,0,1,1,1,1,0,0,6030
1,0,1,0,1,0,5,0,272,1,7057,3,6,11,39,4,2,1,1,0,0,1,1,0,0,1,4784
1,0,2,1,0,0,5,2,289,2,570,2,7,14,39,19,1,1,1,0,0,1,1,0,1,1,3143
1,1,1,0,3,0,5,0,285,3,2114,2,6,18,19,5,0,1,0,0,0,1,1,0,1,0,4495
3,1,0,2,0,0,5,0,260,1,535,2,6,9,37,13,2,1,0,0,0,0,0,1,1,0,2566
2,1,1,1,2,0,5,0,116,3,1777,1,1,22,9,7,2,1,1,0,1,1,1,0,0,0,2731
3,1,2,1,1,0,5,0,87,3,5908,0,6,20,34,6,1,1,0,1,1,0,0,1,1,1,4046
2,1,0,1,1,0,5,1,169,2,1798,2,1,13,35,9,0,0,0,1,1,0,0,1,0,1,2722
3,0,1,3,1,0,5,1,191,1,7763,3,6,24,6,7,0,0,1,0,0,1,1,1,1,0,3733
3,1,1,2,2,0,5,0,108,2,5595,2,7,12,9,0,2,1,1,1,0,0,0,0,1,0,3706
3,0,0,3,1,0,5,0,289,0,9462,2,4,18,37,0,1,0,0,0,1,1,1,1,1,1,4302
1,1,1,3,3,0,5,0,293,1,3251,0,1,3,35,6,1,1,0,1,0,1,1,1,0,0,2991
2,0,1,1,1,0,5,1,185,0,2015,0,5,21,34,21,1,1,0,0,0,1,1,0,0,1,1985
0,1,3,3,2,0,5,2,247,0,7587,1,4,14,3,16,2,1,1,1,0,0,0,1,0,0,3796
2,0,1,2,1,0,5,2,65,3,7864,0,4,18,19,2,2,0,1,0,0,1,1,0,0,0,5032
2,1,3,0,0,0,5,1,79,3,931,2,1,20,34,8,1,1,0,0,1,0,0,1,0,0,3158
3,0,3,1,1,0,5,2,128,0,6793,0,3,5,29,19,0,0,0,0,0,0,0,1,0,0,3074
2,1,1,2,2,0,5,2,138,2,6364,1,3,23,1,13,0,0,0,0,0,1,1,1,1,0,4877
3,1,3,1,2,0,5,1,279,3,1982,1,3,6,15,1,2,0,0,1,1,1,1,1,1,0,2933
3,1,3,3,3,0,5,2,262,1,1074,0,3,12,30,17,2,1,1,0,0,0,0,1,1,1,1965
1,1,1,0,0,0,5,0,251,0,6959,3,1,19,26,18,0,0,1,0,1,1,1,0,0,1,4808
2,1,2,2,3,0,5,2,222,3,6512,1,2,12,25,1,2,0,1,1,1,0,0,0,1,0,5110
3,0,0,2,1,0,5,0,204,0,5787,0,5,11,17,1,0,0,1,1,1,0,0,1,1,1,2456
1,1,0,0,2,0,5,0,200,2,2678,0,1,1,7,1,2,1,0,0,1,0,0,1,1,1,2881
1,0,3,0,2,0,5,2,105,3,2173,2,4,21,4,8,2,0,1,0,0,1,1,1,1,1,3419
3,1,0,2,2,0,5,1,171,0,5459,3,6,3,42,18,2,1,0,1,1,1,1,1,1,0,3818
0,1,1,0,1,0,5,0,136,0,7708,1,7,1,20,11,0,1,0,0,1,0,0,1,0,1,4048
3,1,2,3,3,0,5,1,123,2,3288,0,6,10,14,9,1,0,1,0,0,1,1,1,1,1,2823
2,1,1,1,1,0,5,0,78,1,7135,3,4,16,40,4,2,1,0,0,0,0,0,0,1,0,4956
2,1,3,3,2,0,5,0,266,0,3338,0,4,3,35,6,1,0,0,1,1,0,0,0,0,1,2758
2,0,2,0,0,0,5,0,105,2,4031,2,1,1,43,7,1,0,0,0,0,1,1,0,0,0,3309
0,1,1,1,2,0,5,2,242,0,812,0,5,17,38,16,1,0,1,0,1,0,0,1,1,0,1890
2,0,3,1,0,0,5,0,264,1,3829,1,5,14,15,18,2,1,0,1,0,1,1,1,0,0,2818
3,1,3,1,1,0,5,0,120,3,6331,0,3,7,38,24,1,1,0,1,1,1,1,0,0,0,4166
1,0,3,1,1,0,5,0,184,0,9136,3,7,7,27,11,2,1,1,1,0,1,1,0,0,1,4913
0,0,3,3,1,0,5,2,182,0,631,1,5,15,14,12,1,1,1,0,0,1,1,0,1,1,1120
3,1,0,1,2,0,5,2,278,3,82,3,7,6,13,12,1,0,1,0,0,0,0,0,0,1,3369
2,1,1,0,2,0,5,1,193,2,9825,2,5,11,24,13,2,0,0,0,1,1,1,0,1,0,6793
1,0,3,2,0,0,5,0,270,2,7795,1,5,10,49,21,1,1,0,0,0,0,0,1,1,0,5616
0,1,0,0,3,0,5,1,290,2,7794,2,3,12,49,21,0,1,1,0,0,0,0,0,0,1,5306
0,1,1,1,1,0,5,2,292,2,310,0,5,6,7,21,1,1,0,1,0,0,0,1,0,1,1686
