Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove
3,1,2,1,2,1,4,0,270,2,584,1,6,5,4,15,1,1812,0,0,1,0,0,1,0
3,1,1,1,2,1,4,1,219,3,476,2,4,17,26,10,1,2784,0,1,1,0,0,0,0
1,0,0,2,1,1,4,0,207,3,1507,3,4,24,2,15,1,2554,1,0,0,0,0,0,0
3,1,3,2,3,0,1,0,131,1,6915,0,5,0,28,5,1,1203,0,1,0,1,1,1,0
3,0,2,0,0,1,4,1,56,1,133,2,4,11,8,5,0,1167,0,1,1,1,1,0,0
0,1,3,3,0,2,4,0,184,1,9,1,1,13,30,3,2,1279,1,1,0,0,1,0,1
2,0,2,1,1,2,4,2,250,0,34,0,6,5,6,22,0,842,1,0,1,1,1,0,1
0,1,3,3,0,0,1,2,85,3,9359,2,2,19,32,10,2,2654,1,1,1,1,0,0,0
3,0,1,3,2,2,4,0,126,0,62,3,1,13,27,4,1,830,0,1,1,0,1,1,0
3,1,2,3,2,1,4,1,297,1,1681,2,3,2,24,19,0,1624,1,0,0,0,0,1,0
3,1,3,2,0,2,4,0,210,0,93,1,3,16,50,7,2,1439,1,1,1,0,0,0,0
3,1,0,0,0,2,4,2,245,3,56,0,1,11,43,13,0,2904,1,0,0,0,1,0,0
2,0,1,0,0,0,3,2,293,3,3509,1,7,9,33,14,1,4103,1,0,0,0,1,0,1
2,0,3,3,3,2,4,0,173,1,37,0,2,15,34,10,0,1060,1,1,1,1,1,0,1
3,1,0,3,0,0,3,2,123,3,6731,0,2,7,19,12,2,4203,0,1,0,1,1,1,0
3,0,3,1,0,1,4,0,75,1,1388,0,1,19,5,6,1,856,0,1,1,0,1,1,1
0,1,3,0,1,0,1,1,256,2,159,3,7,4,33,16,0,2433,1,0,1,1,1,1,0
0,1,3,1,0,0,5,1,73,0,7976,3,5,5,15,0,0,4483,1,1,1,0,1,0,1
1,1,0,3,1,1,4,2,273,0,1032,0,7,7,13,18,2,1661,0,1,1,1,1,1,0
3,1,2,1,0,1,4,2,129,1,1351,1,6,5,13,7,0,1484,1,1,1,0,0,0,0
2,0,3,0,2,1,4,2,65,3,436,0,2,9,46,23,2,2955,0,0,0,1,0,0,1
0,0,2,0,3,0,3,1,231,1,4595,1,4,16,41,10,2,2590,1,0,0,0,1,1,1
3,1,3,0,3,1,4,2,271,0,770,0,4,0,37,1,1,1166,1,1,1,0,0,0,1
1,0,0,0,2,1,4,1,137,1,1632,2,2,13,23,20,0,1742,1,0,0,0,1,0,0
1,0,1,0,2,1,4,0,54,1,69,3,5,0,15,17,1,1628,1,0,0,0,1,0,1
1,1,1,3,1,1,4,2,219,0,1876,2,4,14,37,14,0,2090,1,0,0,1,0,1,1
0,1,2,1,0,1,4,1,68,0,158,1,3,5,38,7,1,1327,1,1,1,1,0,0,1
1,0,0,1,0,1,4,0,289,2,838,3,6,18,5,6,2,2673,1,0,0,0,0,1,0
2,1,3,3,1,0,0,1,76,1,2723,2,7,6,28,17,0,2664,0,0,1,0,1,0,1
3,0,2,2,1,1,4,0,67,2,593,1,2,11,26,17,1,1239,0,1,0,0,1,0,0
0,0,2,1,3,0,5,1,296,0,4910,3,5,5,40,22,1,2991,1,0,1,0,0,1,0
2,0,0,2,2,2,4,0,244,1,61,1,7,0,19,9,1,1688,0,0,1,0,1,0,1
0,0,0,1,0,2,4,2,105,1,54,0,2,7,49,6,2,1563,1,1,0,1,1,0,0
2,1,1,1,2,0,0,2,275,1,4425,1,2,11,13,23,1,3127,0,0,1,1,0,1,0
1,1,0,3,0,2,4,0,83,3,85,2,6,0,41,22,2,4095,0,0,1,1,1,1,0
2,0,3,3,0,0,2,1,162,1,7434,1,6,14,14,5,2,2486,1,1,1,1,0,0,1
1,1,0,0,1,0,5,0,209,2,7258,2,1,9,27,18,0,5082,1,1,0,0,1,1,0
1,1,2,2,3,2,4,0,76,0,7,3,5,2,39,22,2,2160,0,1,0,1,1,0,1
1,1,3,1,0,2,4,1,72,2,74,0,3,2,19,5,0,2091,0,1,1,0,1,1,1
0,1,2,2,1,2,4,1,282,0,37,3,5,14,30,22,0,1696,0,1,0,1,1,0,1
2,1,2,3,0,0,1,1,298,0,1170,0,1,15,1,22,2,1009,1,0,0,0,1,0,0
3,1,0,2,3,0,2,0,170,0,6890,0,2,15,39,11,2,2134,1,1,0,0,1,0,0
1,1,2,0,0,1,4,1,234,1,506,0,4,12,43,0,2,2047,1,0,0,0,0,1,1
0,1,0,3,2,2,4,2,282,0,99,2,6,10,28,14,1,2190,0,0,1,1,1,0,1
2,0,3,1,2,0,1,0,215,0,1695,0,6,22,31,24,2,1177,1,1,0,0,1,0,1
2,0,1,2,1,0,1,0,175,2,5671,0,4,16,45,14,2,1814,0,0,1,0,0,1,1
3,0,0,1,1,0,1,2,190,0,8553,1,6,6,44,19,2,1284,1,0,1,1,1,1,1
3,1,1,3,0,1,4,2,73,1,1418,2,7,15,6,12,2,1839,1,1,0,1,0,1,1
3,0,1,2,1,1,4,0,214,1,382,2,3,10,24,18,1,1026,0,1,1,1,0,0,1
3,0,0,2,2,0,3,2,127,0,5005,2,6,20,37,6,2,2600,0,1,1,1,0,0,0
0,0,3,2,1,2,4,2,62,3,77,3,4,3,33,10,0,2189,1,1,0,0,1,0,1
3,1,3,1,1,1,4,1,199,1,194,2,2,17,45,5,1,1500,0,0,0,0,0,0,1
3,1,3,3,3,1,4,0,256,2,1446,0,6,16,25,5,1,1685,1,1,1,0,1,1,0
0,0,2,1,0,2,4,1,223,2,58,1,6,13,26,7,1,1914,0,1,0,1,1,0,0
2,0,2,0,2,0,2,0,185,1,7570,3,2,14,48,13,0,2845,0,1,0,1,1,0,0
3,0,2,1,2,0,2,2,125,1,8298,2,2,4,12,12,1,2152,1,0,0,0,1,1,0
2,0,1,3,0,0,1,2,294,3,3216,0,1,5,20,21,1,2577,0,1,1,0,1,0,1
1,0,0,2,0,0,3,2,187,1,9945,1,3,1,9,13,2,4220,0,1,1,0,0,0,1
3,1,1,0,2,1,4,2,155,0,499,2,6,17,5,2,2,1199,1,0,1,1,0,0,0
3,0,2,3,3,1,4,2,277,2,1426,2,3,4,13,16,1,1552,1,1,1,1,0,1,1
1,1,0,2,0,0,1,0,296,3,95,0,5,9,15,11,2,3294,0,1,1,0,0,0,1
1,0,2,1,0,0,0,2,213,3,1467,0,6,7,28,1,1,3243,1,0,0,0,1,0,1
0,0,1,2,0,1,4,2,269,0,1172,3,2,7,44,20,0,1675,1,1,1,0,0,1,1
0,0,3,2,1,1,4,2,86,1,1212,0,7,6,24,3,0,1304,0,0,0,1,1,0,1
3,1,0,2,1,2,4,2,228,3,99,2,6,13,24,18,0,2878,0,1,1,0,1,1,1
3,1,1,2,1,0,2,0,243,0,2787,2,2,21,16,14,2,1126,1,1,0,0,0,1,0
3,1,0,2,2,2,4,1,276,1,7,2,3,10,28,12,1,1489,1,1,1,1,0,0,1
0,1,0,3,1,0,1,2,292,2,3347,1,4,24,40,0,2,1954,1,1,1,1,0,1,0
3,0,2,1,1,1,4,0,282,2,1475,2,7,0,31,9,1,1957,0,0,1,1,1,1,1
1,0,1,0,2,1,4,2,74,3,1873,3,7,9,36,23,0,3778,1,0,0,0,0,0,0
3,0,2,2,2,1,4,0,208,3,1661,3,2,24,29,10,2,2069,1,0,0,1,0,0,0
0,1,0,0,0,1,4,0,260,2,774,2,2,6,34,24,0,2421,1,1,1,0,0,1,0
0,1,2,3,1,1,4,2,294,3,1043,1,2,5,42,15,0,2801,1,0,0,1,0,1,1
1,0,1,2,1,0,5,2,52,2,9006,0,4,19,46,23,1,5547,1,1,0,0,0,0,0
1,1,2,1,2,2,4,0,229,2,15,3,2,22,22,12,0,2343,0,1,0,1,1,0,1
1,1,3,3,2,1,4,2,291,0,1199,3,5,0,21,15,0,2232,1,1,0,1,1,1,0
1,0,3,0,0,2,4,0,184,2,20,2,2,12,34,9,0,2309,0,1,1,1,0,1,1
3,1,2,3,3,0,0,1,131,1,4058,3,3,11,14,17,0,2233,1,1,0,0,0,0,1
3,1,2,0,3,2,4,0,288,2,95,0,4,20,8,7,2,1419,0,1,1,0,1,0,1
2,1,0,0,0,2,4,0,192,2,71,1,5,20,3,13,2,2087,0,1,1,1,0,1,0
2,0,3,3,1,1,4,1,175,3,1603,2,5,6,44,22,0,2829,1,0,0,0,1,1,1
2,0,1,1,2,1,4,2,64,3,1595,2,2,16,49,4,1,3057,1,0,0,1,0,1,0
2,1,2,2,0,2,4,2,62,2,92,2,4,10,9,1,1,2337,0,0,1,1,0,0,1
0,0,3,1,2,2,4,1,56,2,80,1,3,19,50,5,0,1651,1,0,0,0,0,1,0
1,1,3,2,1,2,4,1,209,2,21,2,3,7,31,6,1,2214,0,1,0,1,0,0,0
3,0,0,0,1,2,4,2,136,2,31,1,3,6,15,19,0,1402,0,0,1,1,1,0,0
3,1,1,2,3,2,4,2,284,3,3,0,2,7,12,12,1,2317,0,1,1,0,0,1,1
1,1,3,2,0,0,1,1,276,0,2698,1,1,9,50,4,2,2027,0,1,0,0,1,1,1
0,0,1,0,2,0,1,2,209,0,1580,2,5,2,19,19,1,1543,0,0,0,1,1,0,1
2,0,0,0,3,0,3,0,86,1,5541,0,3,24,0,17,1,2522,0,0,1,1,1,0,0
1,0,0,3,1,0,5,1,238,1,7014,2,2,1,10,8,1,3996,0,0,1,1,0,0,1
0,1,0,3,0,1,4,1,79,3,1122,1,5,10,5,19,2,2673,0,1,1,1,1,1,0
1,1,2,0,0,0,5,1,200,0,1644,0,3,3,27,11,2,2235,1,0,1,0,0,1,1
0,0,3,2,2,1,4,0,214,1,1854,2,3,16,29,9,2,1378,1,0,0,1,0,1,0
3,1,1,1,2,2,4,2,59,3,72,3,6,4,39,7,2,2939,1,1,0,1,0,1,1
1,1,2,3,1,0,5,1,235,3,4383,0,2,9,6,21,1,4311,1,0,1,0,0,0,1
2,0,1,3,0,2,4,0,50,2,69,1,7,11,28,24,1,2107,1,1,0,0,0,0,1
3,0,0,2,2,0,5,1,122,0,5954,3,4,14,11,21,0,3419,0,0,0,1,1,0,1
0,1,3,0,3,0,0,2,218,1,9258,0,4,12,20,20,2,3713,0,1,0,0,0,0,1
1,1,2,1,2,0,1,0,156,2,2041,2,1,17,0,18,1,1484,1,0,1,0,0,1,0
3,1,0,3,0,0,1,1,289,0,2033,3,7,1,40,1,1,2517,0,0,1,1,1,1,1
2,0,3,2,3,1,4,0,168,2,1958,1,7,19,9,9,0,1890,0,1,1,1,0,1,1
2,1,3,3,0,2,4,1,242,2,58,2,5,10,38,2,1,3071,0,0,0,1,1,1,0
3,1,2,0,0,2,4,0,73,2,92,3,4,15,32,8,0,2073,1,1,0,1,0,0,1
3,0,3,2,0,2,4,0,145,3,93,3,1,9,43,0,2,2233,0,1,1,1,0,1,0
3,0,0,2,3,0,1,2,214,0,7926,3,5,19,7,16,0,1644,0,0,0,1,0,0,0
1,1,0,1,1,1,4,0,117,3,1988,1,7,15,10,9,0,2957,0,1,1,1,1,0,0
2,1,3,1,2,1,4,1,118,2,757,3,4,6,25,9,0,2278,1,1,0,0,1,0,0
3,0,0,3,0,0,2,2,292,1,8497,0,6,22,23,4,1,2813,0,0,0,1,1,1,1
2,0,1,3,3,2,4,0,162,2,62,0,4,3,42,6,0,1983,0,0,1,0,1,1,0
3,0,2,1,3,0,5,0,209,1,5323,3,3,16,3,24,1,2779,0,0,0,0,1,0,1
2,1,3,3,1,2,4,2,222,3,17,1,5,22,17,1,2,2212,1,1,0,0,1,0,0
1,1,2,2,2,1,4,0,181,3,5,0,2,7,16,14,2,2910,0,0,0,0,0,1,0
3,0,1,1,0,1,4,1,74,1,1997,0,1,20,24,3,2,1051,0,1,1,0,0,0,0
2,1,2,3,2,0,3,1,120,2,7153,3,7,6,17,16,1,5044,1,0,0,0,0,1,0
0,1,0,3,2,1,4,1,163,0,1301,3,2,23,33,8,2,1595,0,1,1,1,1,1,0
3,1,2,2,0,0,3,1,264,2,2864,3,7,24,47,19,1,3745,0,1,1,0,1,0,1
1,1,2,0,0,0,2,0,252,1,6029,1,3,20,33,15,1,3084,0,1,1,0,0,0,0
3,1,1,1,3,0,1,1,68,2,825,3,7,17,21,4,2,2280,1,0,1,0,1,1,0
1,1,1,2,0,1,4,0,177,3,660,1,6,12,22,11,2,3669,0,0,0,1,1,0,0
0,0,1,0,3,1,4,1,94,3,967,0,2,17,6,2,2,1724,1,0,1,0,1,1,0
2,1,0,3,1,1,4,0,247,1,1111,0,3,0,34,11,1,1695,0,0,1,0,1,0,0
2,1,2,3,1,1,4,1,144,3,884,0,4,7,19,16,0,2423,1,1,0,0,0,1,0
3,1,2,1,0,0,0,0,99,2,704,2,6,4,23,3,1,2130,1,0,1,1,0,0,0
3,0,0,3,2,0,2,2,278,1,2514,2,5,20,45,3,1,2224,1,1,0,0,0,0,0
2,0,0,2,2,0,5,0,89,3,3208,1,2,5,9,1,0,3058,0,1,1,1,0,1,0
3,1,1,1,1,1,4,0,69,3,1954,0,1,6,25,14,2,1994,0,1,1,0,1,1,1
3,0,3,1,3,2,4,2,62,0,92,2,6,3,37,24,2,1605,0,0,1,1,1,0,1
2,1,0,3,2,1,4,0,110,1,1438,3,4,16,26,8,1,1751,1,1,1,0,0,0,0
2,0,2,3,2,1,4,2,223,2,1923,3,7,9,0,24,1,2405,0,1,0,0,1,0,0
1,1,1,1,2,1,4,0,73,2,846,3,4,4,9,17,2,1941,1,1,0,0,0,1,1
1,0,0,0,0,2,4,0,248,1,65,3,5,10,7,13,1,2195,0,0,1,1,0,1,0
1,0,0,2,1,2,4,0,145,2,41,0,3,17,47,23,2,2106,1,0,1,1,1,1,1
1,1,1,2,0,1,4,1,216,1,635,3,4,11,46,7,1,2516,1,1,1,0,0,0,1
0,0,3,2,1,0,2,0,255,0,9842,3,4,4,46,0,1,2956,0,0,1,1,1,1,1
2,0,1,2,2,2,4,0,54,2,77,2,1,10,46,3,0,1678,1,1,0,0,1,1,1
0,1,0,3,1,0,5,0,189,0,7953,2,7,15,21,3,0,4357,0,0,0,0,1,0,0
1,1,3,0,0,2,4,0,216,2,48,0,3,5,31,0,0,2249,1,0,0,1,0,1,1
0,0,1,1,2,2,4,1,273,0,86,0,7,11,3,8,2,776,1,1,0,1,1,0,0
1,1,1,1,1,2,4,2,281,2,18,3,4,23,40,4,1,2794,1,0,0,0,0,1,1
3,0,3,3,0,2,4,1,171,0,65,3,5,14,47,9,1,1939,0,0,1,0,0,1,1
0,0,0,1,0,0,2,1,158,2,1844,3,6,4,9,6,0,2250,1,1,0,0,0,1,0
3,0,1,3,1,2,4,1,198,1,91,2,7,16,13,8,1,1155,1,1,1,0,0,1,1
0,1,0,2,1,1,4,2,270,0,1749,1,6,6,4,16,2,1203,1,1,0,0,0,1,0
2,1,1,2,2,0,3,1,224,3,4397,0,6,23,1,16,2,4031,0,0,1,1,0,0,1
3,0,3,0,3,1,4,2,186,3,1008,3,5,13,11,19,1,2364,1,1,1,0,1,0,1
2,1,2,0,3,2,4,2,122,3,19,1,5,19,13,23,2,2446,1,1,1,0,0,0,0
1,0,1,2,0,0,3,0,158,2,6419,2,6,16,24,15,1,4445,1,0,1,0,1,0,1
0,0,3,3,1,2,4,1,91,1,95,1,3,8,45,0,0,1202,1,0,1,1,1,1,1
0,0,2,3,2,2,4,0,186,2,8,3,5,15,8,0,2,1670,1,0,1,1,0,1,0
1,0,1,2,0,0,3,1,272,3,7008,2,4,3,28,17,0,5133,1,0,0,0,1,0,0
3,1,2,0,1,1,4,1,90,3,1601,3,7,17,1,5,0,2698,1,0,0,0,1,0,1
1,0,1,0,1,2,4,2,232,0,0,3,7,18,21,8,0,2092,0,1,1,1,1,1,1
3,1,2,3,1,0,1,0,222,1,1072,2,3,12,19,8,2,1086,0,0,1,1,0,0,1
0,0,3,2,0,1,4,2,229,3,695,2,6,13,17,14,0,2835,1,1,0,1,1,0,1
3,0,0,3,0,2,4,0,99,1,42,2,1,21,30,3,1,987,1,1,1,1,1,0,0
2,1,2,2,2,0,1,2,238,1,9316,1,3,8,29,0,2,1790,0,0,0,0,0,1,0
1,1,3,0,2,0,3,1,54,3,9507,2,5,13,35,13,0,6621,0,0,1,1,0,1,0
3,1,3,2,3,1,4,2,191,2,1635,1,7,22,18,2,2,1749,1,1,1,0,0,0,0
0,0,3,0,0,1,4,2,97,3,810,2,5,24,20,12,0,2721,0,1,1,1,1,0,1
0,0,3,1,2,0,0,2,161,1,1899,2,6,22,24,17,0,1900,0,1,1,1,1,0,0
3,1,3,2,0,1,4,1,259,2,103,2,5,8,2,6,0,1756,1,1,0,0,1,0,0
3,1,3,2,1,2,4,2,147,2,71,3,2,18,6,15,1,1449,1,0,0,0,0,0,1
2,1,3,3,3,2,4,1,212,1,86,3,1,13,25,1,1,1400,1,0,1,1,1,0,0
3,1,0,3,0,1,4,0,263,0,818,0,7,18,17,10,0,1441,1,1,0,0,0,1,1
0,1,1,1,1,0,3,2,206,3,4809,2,4,13,33,11,1,4031,0,1,1,1,0,1,0
0,0,3,0,1,2,4,2,209,1,92,0,3,11,44,14,1,1284,1,0,0,0,0,1,1
3,0,0,2,2,0,1,0,236,2,3610,0,2,12,37,22,0,1733,0,1,1,0,1,0,1
0,0,0,3,3,0,1,0,110,1,5696,2,4,11,45,12,1,1645,0,1,0,0,1,1,0
1,0,3,3,2,1,4,0,123,0,1795,3,3,19,27,23,1,1374,1,1,1,1,0,0,0
0,0,1,1,1,2,4,0,297,3,98,0,5,1,14,0,2,1674,1,1,0,1,0,0,0
3,1,3,1,3,1,4,1,159,3,1895,1,4,22,36,21,1,2811,1,1,0,0,1,0,1
0,0,3,3,2,1,4,1,165,0,1321,0,4,19,9,6,0,1007,0,0,0,1,0,0,0
0,0,1,0,3,1,4,0,274,2,824,0,1,4,13,15,0,1466,0,1,0,0,0,1,0
0,1,0,1,1,1,4,2,282,2,984,3,1,18,35,2,2,2173,0,0,1,1,0,0,1
0,0,0,1,1,2,4,1,212,2,95,3,6,16,46,10,0,2420,0,0,1,0,1,1,1
2,0,0,1,0,0,1,2,80,1,9746,2,5,19,25,3,0,1660,1,1,1,0,0,1,0
1,0,3,3,0,0,5,1,204,3,3315,0,6,7,36,9,2,3973,1,1,0,1,1,0,0
0,0,1,3,3,2,4,0,98,1,32,1,4,12,46,21,2,1387,0,1,1,1,1,0,0
2,1,0,3,0,0,5,0,130,3,7885,3,6,6,18,23,2,6810,1,0,0,1,0,0,0
3,1,1,3,3,2,4,0,59,2,51,0,1,14,2,0,0,1130,1,0,1,1,1,1,1
0,0,3,2,2,0,3,1,276,0,2916,3,5,21,42,8,0,2393,1,1,0,0,1,1,1
0,1,0,3,2,2,4,2,273,0,54,1,5,12,37,8,0,2038,0,0,1,0,0,0,0
2,1,2,3,0,1,4,1,71,0,1758,0,4,19,29,18,1,1652,1,1,0,1,1,1,1
3,0,3,3,3,1,4,2,109,2,1414,0,4,1,15,4,0,1475,1,0,1,0,1,0,1
1,1,0,0,2,1,4,1,127,0,479,1,5,1,25,2,1,1867,0,0,0,0,1,1,1
3,1,2,1,3,2,4,0,281,1,25,3,1,17,43,20,0,1467,1,0,1,1,1,0,0
2,0,3,2,3,1,4,1,108,1,575,2,6,15,45,20,1,1873,0,1,0,0,0,0,1
0,0,2,0,2,1,4,0,268,3,23,2,7,21,3,20,0,2212,1,1,0,1,1,0,1
3,1,1,1,0,1,4,1,100,3,1401,1,7,4,26,12,1,3044,0,1,0,0,0,1,1
0,1,0,0,3,1,4,0,112,0,197,2,5,0,33,23,1,1795,0,0,0,0,0,0,0
1,1,1,1,0,1,4,2,107,1,780,1,7,6,27,0,2,2059,1,1,1,0,0,1,1
0,0,2,0,3,2,4,1,226,2,22,3,4,5,4,13,1,1681,0,1,1,1,1,1,1
3,0,2,0,2,2,4,2,124,0,56,2,7,12,42,14,2,1624,0,0,1,1,1,0,0
2,0,2,2,1,1,4,2,159,3,57,1,6,13,29,19,1,2333,1,1,0,0,1,1,0
2,0,1,3,3,0,2,0,233,3,3805,2,2,14,15,20,2,3171,0,1,0,1,1,1,1
0,0,3,3,0,0,3,0,144,0,7958,2,6,13,46,24,1,3492,0,0,1,0,0,0,0
3,0,1,0,0,1,4,2,209,0,137,0,4,10,45,23,2,1526,1,0,1,0,0,1,1
2,0,0,0,1,2,4,1,118,1,82,3,3,5,30,16,2,1311,1,0,0,1,1,0,0
1,0,1,0,2,2,4,0,290,2,8,1,7,20,40,15,1,2570,1,0,0,0,0,0,1
1,1,1,1,2,1,4,0,299,2,298,3,2,21,48,1,2,2474,1,1,1,0,1,0,1
3,1,0,2,2,1,4,2,99,0,308,1,4,13,37,14,1,1404,1,0,1,0,0,0,0
1,1,3,2,0,0,3,1,183,1,8198,3,2,5,21,16,0,4612,1,0,0,0,0,0,1
0,1,3,0,3,1,4,0,161,3,1092,2,2,8,50,10,2,2911,0,0,0,0,0,0,0
2,1,0,2,1,2,4,1,54,3,20,1,4,5,39,14,2,2635,1,1,0,0,1,1,1
1,0,3,3,1,2,4,2,52,1,42,0,6,19,42,21,0,1735,0,0,0,0,1,0,1
1,0,0,1,3,1,4,2,118,3,854,2,5,10,32,7,2,3119,1,1,1,1,1,1,1
3,0,0,0,1,0,1,0,120,1,1401,3,2,16,33,1,2,766,1,1,1,0,0,0,1
1,1,2,0,1,0,3,0,266,0,4293,1,6,19,8,5,0,2297,1,1,0,0,0,1,0
3,1,0,0,3,0,0,0,229,3,5235,0,2,15,37,13,0,3670,1,1,0,0,1,1,0
2,0,3,3,3,2,4,2,122,3,42,1,6,14,49,17,2,2822,1,1,1,0,0,0,1
3,0,0,1,3,1,4,2,290,3,317,1,5,2,15,20,1,2486,0,1,1,0,0,0,1
0,0,3,3,2,1,4,1,244,2,762,2,6,6,2,18,1,1650,1,1,1,1,0,1,1
2,1,1,2,2,2,4,1,274,3,26,1,7,21,22,12,2,3202,0,1,1,0,0,1,1
0,1,1,1,2,2,4,1,211,1,99,0,3,19,21,1,0,1133,1,1,1,0,1,1,1
2,1,3,3,2,2,4,1,116,3,0,2,4,13,38,15,0,3289,0,1,0,0,1,0,1
1,0,3,3,1,2,4,0,282,3,70,1,5,10,18,15,2,2426,0,1,0,1,0,0,1
1,0,3,1,0,2,4,2,53,1,70,2,7,2,45,24,2,2795,0,0,1,0,1,1,0
0,1,1,1,3,0,3,0,222,0,1771,3,3,5,8,12,2,1608,0,0,0,0,0,1,0
0,0,1,1,3,1,4,1,153,3,1692,1,6,2,31,21,1,2438,1,1,1,0,1,1,1
0,0,1,3,1,1,4,0,286,0,909,2,6,4,42,22,1,1528,0,1,1,1,1,1,0
1,0,0,3,2,2,4,0,76,3,81,3,6,19,39,1,2,3211,0,1,1,0,1,1,0
0,0,3,0,3,0,3,2,191,2,8358,3,5,16,20,10,1,3941,0,1,0,0,0,0,0
0,0,2,3,3,2,4,2,254,3,67,3,4,14,35,0,1,2454,0,1,1,0,1,0,1
3,1,2,2,3,1,4,2,226,2,1862,2,5,24,14,23,0,2198,1,0,1,1,0,0,1
3,0,0,2,0,0,3,0,266,1,3800,0,7,23,8,5,1,2126,1,1,0,1,1,0,1
0,0,3,1,3,1,4,1,207,1,1287,3,5,9,36,5,1,1581,1,1,1,0,1,0,1
1,1,3,3,0,1,4,0,137,2,1320,3,1,13,18,2,2,2153,0,1,0,1,1,1,1
3,1,0,2,0,0,3,2,95,1,7468,3,7,5,47,22,0,4422,1,1,0,1,0,0,0
2,0,1,0,0,1,4,2,125,0,480,2,2,10,50,8,0,1667,0,1,1,0,1,1,0
3,1,0,1,3,1,4,2,279,3,1301,2,4,9,4,15,0,2768,1,0,0,0,1,0,1
3,0,0,1,1,2,4,1,64,2,50,0,5,13,44,24,2,1493,1,0,1,0,0,1,0
0,0,0,3,1,1,4,2,183,2,1598,2,2,11,35,20,2,1974,0,0,0,1,0,1,0
0,0,3,2,1,1,4,1,271,2,963,0,6,1,47,1,1,1783,0,1,0,0,1,1,0
3,1,2,0,2,2,4,2,139,3,3,0,3,21,27,21,1,2380,0,1,1,0,1,1,0
0,1,2,2,3,2,4,2,244,2,42,0,5,21,30,10,1,2324,0,0,0,1,1,1,1
0,1,1,3,3,0,3,2,159,1,732,0,7,10,46,24,0,2262,0,1,0,0,1,1,1
2,1,2,2,3,2,4,2,189,2,25,0,4,9,35,0,0,2173,0,1,1,1,0,0,0
2,0,0,0,2,0,3,2,187,0,196,3,4,16,8,10,0,1662,0,0,1,0,1,1,1
2,0,1,1,3,1,4,2,227,1,638,2,4,20,19,17,1,1781,1,0,1,1,0,0,1
2,1,2,1,1,2,4,1,144,2,50,2,2,20,47,5,2,2176,0,0,0,0,0,1,1
0,1,2,3,0,2,4,1,196,0,16,2,5,2,31,11,1,1731,0,1,0,1,0,0,0
3,1,1,3,0,0,2,2,169,1,5393,2,3,13,2,5,2,2303,1,0,0,1,1,1,0
2,1,2,1,3,2,4,0,123,0,83,3,5,18,46,23,1,2162,0,0,1,1,0,0,0
2,1,2,0,0,0,5,1,247,3,7749,1,5,5,20,8,1,6069,1,1,0,1,1,0,0
3,1,0,3,0,1,4,1,289,3,860,3,4,18,46,16,2,3811,0,0,0,0,0,1,0
2,1,0,1,1,2,4,0,207,0,65,2,2,12,20,8,1,1097,0,1,0,1,1,0,0
0,0,1,2,1,0,2,0,295,3,2761,3,3,2,1,8,2,2188,0,1,1,0,1,1,0
1,1,2,2,0,0,1,1,299,3,9445,3,5,12,20,15,0,3779,0,1,1,0,0,1,1
1,1,3,3,0,1,4,1,57,0,64,3,2,9,6,21,2,1179,1,1,1,1,0,1,0
3,0,2,1,2,0,1,2,240,0,6726,0,7,15,6,16,2,848,0,1,0,0,1,1,0
2,1,1,1,0,2,4,0,240,2,81,1,2,22,30,6,2,2239,1,1,0,1,1,1,1
0,0,3,3,1,2,4,2,82,1,54,2,4,3,47,18,1,1509,1,0,1,0,1,0,1
1,0,0,1,2,2,4,0,214,3,37,2,6,3,8,8,1,3058,0,1,1,1,0,1,1
3,1,2,0,1,2,4,0,275,3,18,1,3,18,10,0,0,1825,0,1,0,1,1,0,1
1,1,2,1,0,2,4,0,131,0,70,1,7,10,37,7,1,2034,0,0,0,0,1,1,1
3,0,1,3,3,1,4,1,123,3,203,0,7,1,24,2,2,1997,1,0,0,1,0,0,1
0,1,1,1,3,0,0,1,190,1,5287,2,4,12,15,10,2,2801,0,0,1,1,1,0,1
2,0,0,2,0,2,4,2,64,3,52,2,6,9,15,16,0,2753,1,1,1,1,1,1,1
2,0,1,3,1,1,4,2,276,3,1934,1,5,12,39,20,2,2912,1,0,0,1,0,1,1
2,1,0,1,3,2,4,1,243,0,69,2,2,21,40,7,0,1642,0,1,1,1,0,1,0
0,1,1,1,1,0,0,0,136,0,4306,3,5,5,3,13,0,2207,0,1,0,1,1,0,1
1,0,3,1,1,1,4,1,163,1,840,3,1,1,26,23,1,1283,0,0,0,1,0,0,0
3,0,3,3,2,2,4,0,263,0,53,1,5,1,19,13,1,1161,0,0,1,0,0,0,0
3,1,3,2,2,1,4,1,194,3,1935,0,3,2,5,6,0,2156,1,0,1,1,0,0,0
2,1,3,0,1,2,4,2,108,2,32,0,3,18,27,10,0,1639,1,1,0,0,0,1,0
0,0,1,1,3,0,0,0,271,3,555,0,7,18,0,1,2,2278,0,0,0,1,0,1,1
